SKU,Barcode,Brand,Price,MSRP,Gross Weight,Net Weight,
ART620435 ,5000239170142,Armitage ,16,30.95," ""0.2""",0.2,
ART620436 ,5000239170357,Armitage ,6,12.38," ""0.02""",0.02,
ART620457 ,5000239172238,Armitage ,11.5,23.33," ""0.1""",0.1,
ART620666 ,5000239212378,Armitage ,6.5,13.33," ""0.1""",0.1,
ART620480 ,5000239250172,Armitage ,42.5,73.33," ""0.205""",0.2,
AR27137 ,5000239271375,Armitage ,7,13.81," ""0.375""",0.375,
ART620671 ,5000239271368,Armitage ,7.5,15.24," ""0.375""",0.375,
AR27134 ,5000239271344,Armitage ,7.5,15.24," ""0.45""",0.45,
AR27132 ,5000239271320,Armitage ,7.5,15.24," ""0.375""",0.375,
ART620452 ,5000239171873,Armitage ,46,92.38," ""0.152""",0.152,
BE16308 ,8711231163083,Beaphar ,31,52.38," ""1.08""",1,
BE16982 ,8711231169825,Beaphar ,22,41.9," ""1.04""",1,
BE12781 ,8711231127818,Beaphar ,13.5,25.71," ""0.07""",0.05,
BE11440 ,8711231114405,Beaphar ,8,15.24," ""0.05""",0.04,
BE11637 ,8711231116379,Beaphar ,8,15.24," ""0.04""",0.04,
BE15152 ,8711231151523,Beaphar ,8,15.24," ""0.05""",0.04,
BE11611 ,8711231116119,Beaphar ,18.5,35.24," ""0.18""",0.15,
BE11418 ,8711231114184,Beaphar ,8,15.24," ""0.05""",0.04,
BE18424 ,8711231184248,Beaphar ,16,26.19," ""0.27""",0.25,
BE18423 ,8711231184231,Beaphar ,15.5,24.76," ""0.27""",0.25,
BE18454 ,8711231184545,Beaphar ,44.5,68.57," ""1.55""",1.5,
BE16316 ,8710729093123,Beaphar ,40,79.52," ""2.68""",2.5,
BE16329 ,8710729093222,Beaphar ,41,81.9," ""2.68""",2.5,
BE13002 ,8711231130023,Beaphar ,143,209.05," ""5.1""",5,
BE16315 ,8710729093116,Beaphar ,19.5,39.05," ""1.04""",1,
BE16328 ,8710729093215,Beaphar ,19.5,39.05," ""1.08""",1,
BE18407 ,8711231184071,Beaphar ,44.5,68.57," ""1.53""",1.5,
BE18405 ,8711231184057,Beaphar ,44.5,68.57," ""1.53""",1.5,
BE18404 ,8711231184040,Beaphar ,44.5,68.57," ""1.53""",1.5,
BE18403 ,8711231184033,Beaphar ,44.5,68.57," ""1.53""",1.5,
BE18400 ,8711231184002,Beaphar ,24,38.57," ""0.73""",0.7,
BE15339 ,8711231153398,Beaphar ,31.5,63.33," ""0.55""",0.5,
BE10907 ,8711231109074,Beaphar ,23,46.19," ""0.15""",0.12,
BE10910 ,8711231109104,Beaphar ,23,46.19," ""0.14""",0.12,
BE10645 ,8711231106455,Beaphar ,29,58.1," ""0.13""",0.11,
BE11429 ,8711231128099,Beaphar ,18.5,37.14," ""0.14""",0.06,
BE11657 ,8711231116577,Beaphar ,16,32.38," ""0.08""",0.02,
BE13684 ,8711231136841,Beaphar ,17.5,34.76," ""0.07""",0.02,
BE17520 ,5021284175203,Beaphar ,19.5,39.05," ""0.05""",0.03,
BE17322 ,8711231173228,Beaphar ,23.5,44.76," ""0.2""",0.15,
BE17323 ,8711231173235,Beaphar ,20,38.57," ""0.13""",0.1,
BE17321 ,8711231173211,Beaphar ,25.5,48.57," ""0.3""",0.25,
BE13991 ,8711231139910,Beaphar ,27.5,52.38," ""0.3""",0.25,
BE15343 ,8711231153435,Beaphar ,22,40.95," ""0.64""",0.6,
BE16356 ,8710729093901,Beaphar ,21,40," ""1.6""",1.5,
BE15315 ,8711231153152,Beaphar ,12,23.81," ""0.04""",0.02,
BE10906 ,8711231109067,Beaphar ,18,34.29," ""0.12""",0.1,
BE12637 ,8711231126378,Beaphar ,18,30.95," ""0.31""",0.3,
BE10850 ,8711231108503,Beaphar ,23.5,41.9," ""0.13""",0.05,
BE11673 ,8711231116737,Beaphar ,24,42.38," ""0.13""",0.05,
BE11632 ,8711231116324,Beaphar ,22,40.95," ""0.13""",0.05,
BE15348 ,8711231153480,Beaphar ,17.5,31.43," ""0.02""",0.02,
BE16780 ,8710729057415,Beaphar ,50,71.43," ""20.13""",20,
BE15233 ,8711231152339,Beaphar ,22.5,36.19," ""0.44""",0.4,
BE11404 ,8711231114047,Beaphar ,8,15.24," ""0.05""",0.04,
BE15161 ,8711231151615,Beaphar ,18.5,35.24," ""0.18""",0.15,
BE12498 ,8711231124985,Beaphar ,18.5,37.14," ""0.14""",0.06,
BE11264 ,8711231112647,Beaphar ,14,28.1," ""0.08""",0.02,
BE13676 ,8711231136766,Beaphar ,17.5,35.24," ""0.07""",0.02,
BE13668 ,8711231136681,Beaphar ,18,36.19," ""0.13""",0.06,
BE12476 ,8711231124763,Beaphar ,23,44.76," ""0.1""",0.05,
BE11277 ,8711231112777,Beaphar ,25,41.43," ""0.19""",0.15,
BE11538 ,8711231115389,Beaphar ,32,60.95," ""0.21""",0.08,
BE11285 ,8711231112852,Beaphar ,33,55.71," ""0.45""",0.41,
BE17035 ,8711231170357,Beaphar ,19.5,39.05," ""0.12""",0.1,
BE11410 ,8711231114108,Beaphar ,24,38.57," ""0.14""",0.1,
BE13385 ,8711231133857,Beaphar ,27,43.33," ""0.17""",0.13,
BE15126 ,8711231151264,Beaphar ,25,41.43," ""0.17""",0.13,
BE10867 ,8711231108671,Beaphar ,27,51.43," ""0.06""",0.02,
BE15034 ,8711231150342,Beaphar ,18,30," ""0.54""",0.5,
BE13376-16 ,8711231333769,Beaphar ,80,120," ""1.8""",1.6,
BE13377-16 ,8711231333776,Beaphar ,80,120," ""1.8""",1.6,
BE17671 ,5021284176712,Beaphar ,16,26.67," ""0.04""",0.01,
BE13901 ,8711231139019,Beaphar ,19.5,38.1," ""0.03""",0.025,
BE11091 ,8711231110919,Beaphar ,21,40.95," ""0.04""",0.03,
BE13900 ,8711231139002,Beaphar ,19.5,38.1," ""0.03""",0.025,
BE11090 ,8711231110902,Beaphar ,21,40.95," ""0.03""",0.01,
BE11292 ,8711231112920,Beaphar ,16,30.95," ""0.06""",0.01,
BE17036 ,8711231170364,Beaphar ,17,34.29," ""0.12""",0.1,
BE12956 ,8711231129560,Beaphar ,17.5,35.24," ""0.11""",0.1,
BE12967 ,8711231129676,Beaphar ,17,34.29," ""0.13""",0.1,
BE13174 ,8711231131747,Beaphar ,12.5,24.76," ""0.19""",0.18,
BE13621 ,8711231136216,Beaphar ,9,17.62," ""0.13""",0.11,
BE13708 ,8711231137084,Beaphar ,13.5,27.14," ""0.04""",0.01,
BE13709 ,8711231137091,Beaphar ,13.5,27.14," ""0.05""",0.03,
BE14171 ,8711231141715,Beaphar ,31,50.95," ""0.48""",0.4,
BE15303 ,8711231153039,Beaphar ,27,50.95," ""0.17""",0.1,
BE15336 ,8711231153367,Beaphar ,18,36.19," ""0.13""",0.1,
BE15368 ,8711231153688,Beaphar ,25,47.62," ""0.18""",0.15,
BE16809 ,8710729041728,Beaphar ,21,41.9," ""1.35""",1.25,
BE11327 ,8711231113279,Beaphar ,8.5,16.67," ""0.02""",0.01,
BE13378 ,8711231333783,Beaphar ,80,118.1," ""0.13""",0.1,
BE13379 ,8711231333790,Beaphar ,80,118.1," ""0.13""",0.1,
BE16101 ,8710729044934,Beaphar ,17,33.81," ""0.07""",0.02,
BE15587 ,8711231155873,Beaphar ,34.5,80," ""0.06""",0.05,
BE15588 ,8711231155880,Beaphar ,40.5,89.52," ""0.06""",0.05,
BE15589 ,8711231155897,Beaphar ,46,100.95," ""0.05""",0.01,
BE15597 ,8711231155972,Beaphar ,55,116.19," ""0.06""",0.01,
BE15198 ,8711231151981,Beaphar ,34,57.14," ""0.36""",0.25,
BE15199 ,8711231151998,Beaphar ,37.5,62.86," ""0.37""",0.25,
BE15193 ,8711231151936,Beaphar ,59.5,97.62," ""0.64""",0.5,
BE16808 ,8710729041353,Beaphar ,295,441.9," ""0.6""",0.5,
BE15179 ,8711231151790,Beaphar ,20,40," ""0.2""",0.15,
BE13566 ,8711231135660,Beaphar ,22.5,36.19," ""0.43""",0.4,
BE13567 ,8711231135677,Beaphar ,22.5,36.19," ""0.43""",0.4,
BE17034 ,8711231170340,Beaphar ,17.5,34.76," ""0.12""",0.1,
BE12226 ,8711231122264,Beaphar ,27,51.43," ""0.57""",0.5,
BE18496 ,8711231184965,Beaphar ,27,51.43," ""0.57""",0.5,
BE12194 ,8711231121946,Beaphar ,30.5,55.71," ""0.23""",0.21,
BE17739 ,8711231177394,Beaphar ,30.5,55.71," ""0.23""",0.21,
BE17741 ,8711231177417,Beaphar ,30.5,55.71," ""0.23""",0.21,
BE17745 ,8711231177455,Beaphar ,30.5,55.71," ""0.23""",0.21,
BE17747 ,8711231177479,Beaphar ,30.5,55.71," ""0.23""",0.21,
BE17748 ,8711231177486,Beaphar ,30.5,55.71," ""0.23""",0.2,
BE17750 ,8711231177509,Beaphar ,30.5,55.71," ""0.23""",0.2,
BE17752 ,8711231177523,Beaphar ,27.5,50," ""0.12""",0.1,
BE17753 ,8711231177530,Beaphar ,24,43.81," ""0.12""",0.1,
BE13682 ,8711231136827,Beaphar ,36.5,61.9," ""0.446""",0.405,
BE14128 ,8711231141289,Beaphar ,28.5,54.29," ""0.02""",0.012,
BE14129 ,8711231141296,Beaphar ,36,68.57," ""0.034""",0.024,
BE19087 ,8711231190874,Beaphar ,32.5,61.9," ""0.057""",0.025,
BE19088 ,8711231190881,Beaphar ,47.5,90.95," ""0.11""",0.05,
BE13764 ,8711231137640,Beaphar ,20,40," ""0.05""",0.03,
BE16108 ,8710729044088,Beaphar ,17,33.81," ""0.075""",0.0241,
BE19978 ,8711231199785,Beaphar ,18,35.24," ""0.284""",0.259,
BE19969 ,8711231199693,Beaphar ,18,35.24," ""0.284""",0.259,
BE16977 ,8711231169771,Beaphar ,18,35.24," ""0.284""",0.259,
BE19982 ,8711231199822,Beaphar ,18,35.24," ""0.284""",0.259,
BE17504 ,8711231175048,Beaphar ,9,15.24," ""null""",null,
BE1000139 ,8711231201440,Beaphar ,10.5,16.67," ""0.16""",0.15,
BE1000133 ,8711231201389,Beaphar ,26.5,46.19," ""1.02""",1,
BE1000136 ,8711231201419,Beaphar ,26.5,46.19," ""1.02""",1,
BE1000132 ,8711231201372,Beaphar ,8.5,14.76," ""0.16""",0.15,
BE1000135 ,8711231201402,Beaphar ,8.5,14.76," ""0.16""",0.15,
BE1000140 ,8711231201457,Beaphar ,10.5,16.67," ""0.16""",0.15,
BE1000142 ,8711231201471,Beaphar ,10.5,16.67," ""0.16""",0.15,
BE1000137 ,8711231201426,Beaphar ,35.5,56.67," ""1.02""",1,
BE1000129 ,8711231201341,Beaphar ,32,55.71," ""1.02""",1,
BE1000128 ,8711231201334,Beaphar ,32,55.71," ""1.02""",1,
BE1000124 ,8711231201297,Beaphar ,18.5,30.95," ""0.5""",0.5,
BE1000127 ,8711231201327,Beaphar ,18.5,30.95," ""0.5""",0.5,
BE1000125 ,8711231201303,Beaphar ,18.5,30.95," ""0.5""",0.5,
BE1000131 ,8711231201365,Beaphar ,18.5,30.95," ""0.5""",0.5,
BE1000104 ,8711231201198,Beaphar ,29.5,53.33," ""null""",null,
BE1000126 ,8711231201310,Beaphar ,31,52.38," ""1""",null,
BE13841 ,8711231138418,Beaphar ,18,35.24," ""null""",null,
BE13749 ,8711231137497,Beaphar ,18,35.24," ""null""",null,
BE16868 ,8711231168682,Beaphar ,18,35.24," ""null""",null,
BE1000069 ,8711231200474,Beaphar ,29,46.67," ""0.16""",0.15,
BE1000066 ,8711231200443,Beaphar ,12,19.52," ""0.045""",0.035,
BE1000143 ,8711231201488,Beaphar ,36,59.52," ""0.275""",0.25,
HA44306W ,22517443064,Catit ,20.5,41.9," ""0.059""",0.036,
HA42985W ,22517429853,Catit ,30,60," ""0.667""",0.44,
HA43151W ,22517431511,Catit ,48,96.19," ""1.293""",0.708,
HA43152W ,22517431528,Catit ,10,20," ""0.115""",0.062,
HA43154W ,22517431542,Catit ,30,60," ""0.748""",0.533,
HA43155W ,22517431559,Catit ,40,80," ""0.64""",0.64,
HA43156W ,22517431566,Catit ,50.5,100.95," ""1.1""",1.1,
HA43741W ,22517437414,Catit ,20,40," ""0.426""",0.257,
HA43742W ,22517437421,Catit ,72.5,130," ""0.82""",0.555,
HA44305W ,22517443057,Catit ,15,30.48," ""0.05""",0.021,
HA52042 ,22517520420,Catit ,363,691.43," ""15.97""",14.753,
HA52045 ,22517520451,Catit ,495,940," ""19.8""",18.306,
HA52046 ,22517520468,Catit ,495,940," ""18.5""",17.006,
HA52048 ,22517520482,Catit ,490,931.43," ""25.2""",23.519,
HA52056 ,22517520567,Catit ,165,290.48," ""4.552""",3.599,
HA52057 ,22517520574,Catit ,180,315.24," ""4.385""",3.432,
HA52075 ,22517520758,Catit ,249.5,449.52," ""11.283""",10.569,
HA52077 ,22517520772,Catit ,249,474.29," ""12.607""",11.471,
HA54532 ,22517545324,Catit ,40,75.24," ""0.897""",0.737,
HA54531 ,22517545317,Catit ,40,75.24," ""0.897""",0.737,
HA52078 ,22517520789,Catit ,215,410," ""12.607""",11.471,
HA52072 ,22517520727,Catit ,92,175.24," ""2.772""",2.097,
HA50540 ,22517505403,Catit ,13,25.71," ""0.199""",0.167,
HA50541 ,22517505410,Catit ,19,37.14," ""0.31""",0.267,
HA50685 ,22517506851,Catit ,240,380.95," ""8.434""",6.497,
HA50705 ,22517507056,Catit ,13,25.71," ""0.058""",0.028,
HA43160 ,22517431603,Catit ,8.5,16.19," ""0.033""",0.02,
HA43165 ,22517431658,Catit ,45,80.95," ""0.196""",0.115,
HA43153W ,22517431535,Catit ,50,95.24," ""1.219""",0.623,
HA42468W ,22517424681,Catit ,87,152.38," ""1.775""",1.334,
HA44759 ,22517447598,Catit ,15,30.48," ""0.087""",0.056,
HA50725 ,22517507254,Catit ,57,100," ""0.653""",0.469,
HA50751 ,22517507513,Catit ,16,28.57," ""0.171""",0.171,
HA43750 ,22517437506,Catit ,25.5,46.67," ""0.396""",0.288,
HA44010 ,22517440100,Catit ,17.5,37.14," ""0.186""",0.158,
HA44011 ,22517440117,Catit ,17.5,37.14," ""0.186""",0.158,
HA44012 ,22517440124,Catit ,28.5,58.1," ""0.39""",0.158,
HA44013 ,22517440131,Catit ,28.5,58.1," ""0.39""",0.314,
HA43161W ,22517431610,Catit ,36.5,72.86," ""0.611""",0.392,
HA43162W ,22517431627,Catit ,48,94.29," ""0.585""",0.45,
HA50128 ,22517501283,Catit ,10.5,20.95," ""0.146""",0.126,
HA52008 ,22517520086,Catit ,341,544.76," ""6.995""",5.969,
HA52101 ,22517521014,Catit ,169,296.19," ""6.107""",5.214,
HA52111 ,22517521113,Catit ,235,409.52," ""10.316""",8.725,
HA52112 ,22517521120,Catit ,251,439.05," ""10.316""",8.725,
HA52113 ,22517521137,Catit ,334,568.57," ""13.431""",11.19,
HA52114 ,22517521144,Catit ,213,373.33," ""7.627""",5.887,
HA50044 ,22517500446,Catit ,20,30.48," ""0.095""",0.084,
HA41370 ,22517413708,Catit ,162,280," ""4.191""",3.042,
HA41371 ,22517413715,Catit ,162,280," ""4.191""",3.042,
HA41372 ,22517413722,Catit ,162,280," ""4.191""",3.042,
HA43747W ,22517437476,Catit ,80,140," ""0.878""",0.65,
HA44451 ,20022517444515,Catit ,66,131.43," ""0.65""",0.65,
HA44452 ,20022517444522,Catit ,66,131.43," ""0.65""",0.65,
HA44453 ,20022517444539,Catit ,66,131.43," ""0.65""",0.65,
HA44454 ,20022517444546,Catit ,66,131.43," ""0.666""",0.666,
HA44702 ,20022517447028,Catit ,30,42.86," ""0.63""",0.63,
HA44703 ,20022517447035,Catit ,30,42.86," ""0.63""",0.63,
HA44704 ,20022517447042,Catit ,30,42.86," ""0.63""",0.63,
HA44705 ,20022517447059,Catit ,30,42.86," ""0.622""",0.622,
HA44712 ,20022517447127,Catit ,30,42.86," ""0.62""",0.62,
HA44713 ,20022517447134,Catit ,30,42.86," ""0.63""",0.63,
HA44714 ,20022517447141,Catit ,30,42.86," ""0.626""",0.626,
HA44716 ,20022517447165,Catit ,30,42.86," ""0.624""",0.624,
HA42001 ,22517420010,Catit ,173,260," ""3.059""",2.651,
HA42002 ,22517420027,Catit ,173,260," ""2.873""",2.54,
HA40000W ,22517400005,Catit ,93.5,149.52," ""0.779""",0.619,
HA43010 ,22517430101,Catit ,39,78.1," ""1.033""",0.697,
HA43715 ,22517437155,Catit ,136,218.099," ""1.035""",0.634,
HA43716 ,22517437162,Catit ,136,218.099," ""1.035""",0.634,
HA43717 ,22517437179,Catit ,136,218.099," ""1.035""",0.634,
HA43718 ,22517437186,Catit ,136,218.099," ""1.035""",0.634,
HA43721 ,22517437216,Catit ,17.5,33.33," ""0.047""",0.023,
HA43754 ,22517437544,Catit ,355,568.1," ""1.745""",1.249,
HA43755 ,22517437551,Catit ,28,46.19," ""0.544""",0.458,
HA42003 ,22517420034,Catit ,189.5,284.76," ""2.943""",2.444,
HA43758 ,22517437582,Catit ,281.5,420.95," ""0.305""",0.221,
HA43751 ,22517437513,Catit ,274,438.1," ""1.197""",0.853,
HA43752 ,22517437520,Catit ,306,489.52," ""2.279""",1.78,
HA44771 ,22517447710,Catit ,10.5,20.95," ""0.034""",0.028,
HA44461 ,22517444610,Catit ,56.5,113.33," ""0.516""",0.5,
HA44462 ,22517444627,Catit ,56.5,113.33," ""0.516""",0.5,
HA44463 ,22517444634,Catit ,56.5,113.33," ""0.516""",0.5,
HA44464 ,22517444641,Catit ,56.5,113.33," ""0.516""",0.5,
HA43860 ,22517438602,Catit ,8.5,15.71," ""0.047""",0.031,
HA43861 ,22517438619,Catit ,12.5,22.86," ""0.117""",0.098,
HA43749 ,22517437490,Catit ,14.5,26.67," ""0.096""",0.084,
HA43724 ,22517437247,Catit ,6.5,14.29," ""0.105""",0.085,
HA43875 ,22517438756,Catit ,49.5,84.29," ""0.484""",0.378,
HA43874 ,22517438749,Catit ,30.5,51.9," ""0.281""",0.218,
HA43881 ,22517438817,Catit ,40,76.19," ""0.29""",0.195,
HA41995 ,22517419953,Catit ,78.5,118.1," ""0.61""",0.506,
HA41996 ,22517419960,Catit ,78.5,118.1," ""0.61""",0.506,
HA44833 ,22517448335,Catit ,35,66.67," ""0.123""",0.123,
HA44835 ,22517448359,Catit ,41,78.1," ""0.087""",0.087,
HA40010W ,22517400104,Catit ,101.5,162.38," ""0.779""",0.779,
HA50038 ,22517500385,Catit ,20,40," ""0.095""",0.095,
HA44492EA ,22517444924,Catit ,97,180," ""1.032""",0.8,
HA43738 ,22517437384,Catit ,13,26.19," ""0.089""",null,
HA43720 ,22517437209,Catit ,154.5,247.14," ""1.126""",null,
HA43710 ,22517437100,Catit ,159.5,271.43," ""1.27""",null,
HA43711 ,22517437117,Catit ,159.5,271.43," ""1.27""",null,
HA43712 ,22517437124,Catit ,159.5,271.43," ""1.27""",null,
HA43713 ,22517437131,Catit ,159.5,271.43," ""1.27""",null,
HA43021 ,22517430217,Catit ,50,84.76," ""0.193""",null,
HA43022 ,22517430224,Catit ,50,84.76," ""0.193""",null,
HA43142 ,22517431429,Catit ,143.5,244.29," ""0.926""",null,
HA43032 ,22517430323,Catit ,16.5,28.1," ""0.153""",null,
HA44311 ,22517443118,Catit ,21,37.62," ""0.766""",0.057,
HA50736 ,22517507360,Catit ,60.5,109.05," ""1.108""",null,
HA52115 ,22517521151,Catit ,343,618.1," ""13.875""",null,
HA52116 ,22517521168,Catit ,541,974.29," ""19.95""",null,
HA52117 ,22517521175,Catit ,660,1189.52," ""24""",null,
HA52121 ,22517521212,Catit ,537.5,860," ""15.2""",null,
HA52122 ,22517521229,Catit ,765,1225.71," ""22.4""",null,
ART620306 ,5000239082896,Good Boy ,23.5,47.14," ""0.144""",0.144,
ART620132 ,5000239055494,Good Boy ,13,26.19," ""0.092""",0.08,
ART620135 ,5000239055678,Good Boy ,16,30.95," ""0.096""",0.09,
ART620136 ,5000239055692,Good Boy ,13,26.19," ""0.11""",0.1,
ART620144 ,5000239055883,Good Boy ,8,16.19," ""0.078""",0.065,
ART620145 ,5000239055890,Good Boy ,8,16.19," ""0.072""",0.065,
ART620146 ,5000239055906,Good Boy ,8.5,17.14," ""0.07""",0.065,
ART620571 ,5000239055920,Good Boy ,13.5,27.14," ""0.098""",0.09,
ART620148 ,5000239055937,Good Boy ,16,30.95," ""0.088""",0.08,
ART620157 ,5000239056248,Good Boy ,14,28.1," ""0.108""",0.1,
ART620158 ,5000239056255,Good Boy ,16,30.95," ""0.114""",0.1,
ART620160 ,5000239056279,Good Boy ,37.5,75.24," ""0.37""",0.35,
ART620575 ,5000239056309,Good Boy ,36.5,73.33," ""0.37""",0.32,
ART620165 ,5000239056361,Good Boy ,16,30.95," ""0.09""",0.08,
ART620166 ,5000239056378,Good Boy ,16,30.95," ""0.1""",0.09,
ART620300 ,5000239081585,Good Boy ,13.5,27.14," ""0.15""",0.15,
ART620336 ,5000239084852,Good Boy ,26,47.14," ""0.12""",0.12,
ART620358 ,5000239087273,Good Boy ,26,47.14," ""0.08""",0.08,
ART620307 ,5000239082902,Good Boy ,23.5,47.14," ""0.15""",0.15,
ART620578 ,5000239056422,Good Boy ,10.5,20.95," ""0.084""",0.07,
ART620220 ,5000239057672,Good Boy ,12.5,24.76," ""0.08""",0.07,
ART620222 ,5000239057696,Good Boy ,12.5,24.76," ""0.102""",0.09,
ART620221 ,5000239057689,Good Boy ,14.5,29.05," ""0.122""",0.108,
ART620225 ,5000239057726,Good Boy ,12.5,24.76," ""0.092""",0.09,
ART620224 ,5000239057719,Good Boy ,12.5,24.76," ""0.102""",0.09,
ART620229 ,5000239057795,Good Boy ,14.5,29.05," ""0.094""",0.08,
ART620230 ,5000239057863,Good Boy ,14.5,29.05," ""0.146""",0.126,
ART620231 ,5000239057870,Good Boy ,17.5,35.24," ""0.194""",0.18,
